week,future_return,volume,inventory,amount,BASIS,index_turnover_rate,short_balance_ratio,pli,t_spread,RSI,index_trading_volume,CCt+1
432,-0.021721181,11.98017531,12.54193398,11.98017531,-11.4378,0.242,0.029411734,0.4,1.05492,42.85214522,8.315054975,1
433,-0.021222942,12.00377285,12.57649762,12.00377285,-2.71218,0.226,0.030534495,0.4,1.07138,44.28189226,8.229921701,0
434,0.025138217,12.22299859,12.55179129,12.22299859,4.8704,0.284,0.029075001,0.6,1.0536,77.81246801,8.421076486,0
435,0.033500224,11.70671435,12.28502707,11.70671435,9.124825,0.2925,0.028184926,0.5,1.048166667,62.12333642,8.254362418,1
436,-0.057448186,12.14070178,12.55625405,12.14070178,-3.08546,0.334,0.027036102,0.2,1.04338,37.20054381,8.520886363,1
437,-0.038551321,12.34401119,12.61939018,12.34401119,1.0382,0.288,0.028983711,0.4,1.23442,52.96915436,8.364349657,1
438,0.031313564,12.36105298,12.66902019,12.36105298,2.87118,0.434,0.024667619,0.6,1.15246,47.54937328,8.785013315,0
439,-0.012686062,12.32591134,12.69121116,12.32591134,2.78958,0.448,0.024560033,0.8,0.96552,35.5392352,8.827036871,1
440,0.017839943,12.19664333,12.69842468,12.19664333,-0.2227,0.33,0.025808465,0,0.83416,0,8.49814492,0
441,0.002839449,12.31927186,12.67315953,12.31927186,1.05786,0.408,0.020497138,0.8,0.89462,48.5957343,8.637376899,1
