week,index_level,max_52,ML,CCt
493,4120.85,4111.91,1.0021741721000703,0
494,4104.2,4120.85,0.9959595714476381,0
495,3998.14,4120.85,0.9702221629032844,0
496,4003.38,4120.85,0.9714937452224662,0
497,3980.86,4120.85,0.9660288532705631,0
498,4054.6,4120.85,0.9839232197240859,0
499,4030.85,4120.85,0.9781598456629093,0
500,4138.75,4120.85,1.0043437640292656,0
501,4225.0,4138.75,1.0208396254907883,0
502,4285.4,4225.0,1.0142958579881656,0
503,4381.3,4285.4,1.0223783077425679,0
504,4271.23,4381.3,0.9748773195170382,0
505,3840.65,4381.3,0.8766005523474768,1
506,3966.96,4381.3,0.9054298952365736,1
507,4071.09,4381.3,0.9291968137310844,0
508,4016.46,4381.3,0.9167279118069979,1
509,4108.87,4381.3,0.9378198251660466,0
510,4056.42,4381.3,0.9258484924565767,0
511,3904.94,4381.3,0.8912742793234885,1
512,3898.5,4381.3,0.8898043959555383,1
513,3854.86,4381.3,0.879843881952845,1
514,3871.14,4381.3,0.8835596740693401,0
515,3760.85,4381.3,0.8583867801793987,1
516,3756.88,4381.3,0.8574806564261749,1
517,3774.6,4381.3,0.8615251181156277,0
518,3872.84,4381.3,0.8839476867596375,0
519,3903.06,4381.3,0.8908451829365713,0
520,3816.5,4381.3,0.8710884897176636,0
521,3770.59,4381.3,0.8606098646520439,0
522,3779.62,4381.3,0.8626708967658,0
523,3753.43,4381.3,0.8566932189076301,0
524,3608.9,4381.3,0.8237052929495812,0
525,3510.98,4381.3,0.8013557619884509,1
526,3365.12,4381.3,0.768064273160934,1
527,3492.69,4381.3,0.7971812019263689,0
528,3492.89,4381.3,0.7972268504781685,0
529,3521.23,4381.3,0.8036952502681852,0
530,3315.28,4381.3,0.7566886540524502,0
531,3405.02,4381.3,0.7771711592449729,0
532,3229.62,4381.3,0.7371373793166411,0
533,3325.33,4381.3,0.7589824937803847,0
534,3334.5,4381.3,0.7610754798804008,0
535,3277.64,4381.3,0.7480975966037476,0
536,3242.09,4381.3,0.7399835665213521,0
537,3410.49,4381.3,0.7784196471366945,0
538,3438.86,4381.3,0.7848948942094812,0
539,3170.73,4381.3,0.7236961632392213,0
540,3134.95,4381.3,0.7155296373222558,0
541,3173.64,4381.3,0.7243603496679067,0
542,3290.25,4381.3,0.7509757377947184,0
543,3167.44,4381.3,0.7229452445621163,0
544,3257.67,4381.3,0.7435395887065482,0
545,3143.48,4381.3,0.7174765480565128,0
546,3172.69,4381.3,0.7241435190468583,0
547,3181.56,4381.3,0.7261680323191746,0
548,3165.91,4381.3,0.7225960331408485,0
549,3029.4,4381.3,0.6914386141099673,0
550,3010.65,4381.3,0.687159062378746,0
551,3035.87,4381.3,0.6929153447606874,0
552,3094.78,4381.3,0.7063611256932874,0
553,3168.17,4381.3,0.7231118617761851,0
554,3184.47,4381.3,0.7268322187478602,0
555,3247.4,4381.3,0.741195535571634,0
556,3338.7,4271.23,0.7816717900932518,0
557,3520.12,4108.87,0.8567124294514064,0
558,3749.71,4108.87,0.9125891060072477,0
