week,short_balance_ratio
229,0.011662446511431262
230,0.01068361666995569
231,0.010454844027159635
232,0.011486858403585412
233,0.013995513097588638
234,0.010841924205474973
235,0.011988899112444613
236,0.01322255765908421
237,0.015546630001870464
238,0.00950674900687277
239,0.008548466927240702
240,0.007999247919248368
241,0.008964050545353194
242,0.010155875885155752
243,0.01109856591672325
244,0.011181182078765759
245,0.013353502544313278
246,0.008928262819557655
247,0.011056569525686111
248,0.010816182744735125
249,0.011009460478791144
250,0.009213685941417114
251,0.009419647340823014
252,0.007620276554916971
253,0.007186216280828865
254,0.005686660099620105
255,0.0060877086256465015
256,0.00685419203343533
257,0.006639643260104001
258,0.006228116922493738
259,0.005583142276579591
260,0.006192749797661063
261,0.006100378896832337
262,0.00557443942975355
263,0.004930661193430035
264,0.004230718804734136
265,0.0039054146212031487
266,0.0046776571475929
267,0.004256594983347913
268,0.0039278617468931545
269,0.002910894356840406
270,0.0024868739299243174
271,0.0023462979075878293
272,0.0025037882835838242
273,0.002810842539555777
274,0.004026015953397798
275,0.002740854538711189
276,0.0031925281767547302
277,0.003923430311569051
278,0.004212145536092126
279,0.005283993966602039
280,0.005240212503359566
281,0.0050117590324260195
282,0.007024562658236154
283,0.004874280794212083
284,0.0034918227615733074
285,0.0029887965382202515
286,0.0032973037501152396
287,0.003233836547602311
288,0.0025391510255093623
289,0.003183474936286494
290,0.0030026563236075906
291,0.0035331536500352494
292,0.0041860369320417656
293,0.0037887701907122566
294,0.0037114504699977944
295,0.004044528245495256
296,0.005751556800821915
297,0.004126619985086898
298,0.004419367921789385
299,0.004714056249424203
300,0.0050439803222981396
301,0.004336182410425266
302,0.003791370344054795
303,0.0040064221245224105
304,0.005650523957119779
305,0.004403378197780061
306,0.0030510056585312723
307,0.0036925687003474513
308,0.0034930408971011514
309,0.003689787770511458
310,0.004462819341760913
311,0.00610443661118131
312,0.004396683942715577
313,0.006124364789282194
314,0.00590137013451437
315,0.0058132598556999895
316,0.004255846999670875
317,0.00452066257182563
318,0.0044636026372563645
319,0.004491298767350405
320,0.004411559434394379
321,0.004555440593988003
322,0.0047085524337725625
323,0.005837854272539952
324,0.0060533096769876645
325,0.008387440314357748
326,0.00794387435855834
327,0.005602397727306631
328,0.007386213249461096
329,0.008636829908105551
330,0.007968828723285871
331,0.008426400087960919
332,0.010007882962099496
333,0.010436558289695677
334,0.008400116948485924
335,0.00795070613817784
336,0.007632459114902722
337,0.007450865418748195
338,0.00682448712688203
339,0.006947781828106491
340,0.006926530105058881
341,0.0075134209270419795
342,0.00944851921598596
343,0.008136978674396915
344,0.00892287499783891
345,0.00946834738650754
346,0.008081959758833366
347,0.009455577663928124
348,0.010641080314063894
349,0.010854164622674646
350,0.012642997000812865
351,0.008702935070973462
352,0.008655408171125083
353,0.00869671610527168
354,0.008871622640920817
355,0.009642433267862797
356,0.00918748841406926
357,0.008694807269803805
358,0.008728104615307672
359,0.007852359112126834
360,0.008218560810006695
361,0.010041588899761502
362,0.010990336938928051
363,0.011417198599934206
364,0.012733968775498395
365,0.012297817006852299
366,0.012834615866030732
367,0.012822493346473023
368,0.012108575343820606
369,0.011481183680515414
370,0.01100762095027482
371,0.012110852036762747
372,0.010469474739829045
373,0.010544546569937339
374,0.009836273781502184
375,0.009832479967702899
376,0.008651827574677237
377,0.009242404583585958
378,0.009830062857199756
379,0.010453573364519839
380,0.008194858163991642
381,0.008001883753235397
382,0.007792847631964889
383,0.008644062663668326
384,0.009766025195450886
385,0.008618231343937214
386,0.010309378988693139
387,0.010642307020777602
388,0.009923370985034066
389,0.009418686468009706
390,0.00916789431187182
391,0.010029111400576001
392,0.011844801474750385
393,0.011706874677058322
394,0.012924802366531804
395,0.013419278222059511
396,0.012000216442581866
397,0.009809447105190224
398,0.010351913375143226
399,0.009873358230669309
400,0.009905996402668515
401,0.010125491580889334
402,0.010003430063349401
403,0.014555084123592875
404,0.015553547322882458
405,0.01157928375822723
406,0.011846819821187574
407,0.01092088619552356
408,0.011247310744616863
409,0.010278629581244418
410,0.01003293265708064
411,0.012031443476642362
412,0.011593085412776684
413,0.012765082041993397
414,0.014095965972001252
415,0.013930020697293127
416,0.015186032020313767
417,0.013813830357001563
418,0.014827030867645478
419,0.01751579758684422
420,0.019012349437586732
421,0.01726228460438231
422,0.01987158763728179
423,0.018835265136815264
424,0.01976729862401102
425,0.02143948141571137
426,0.019189771777928313
427,0.02323034388556378
428,0.023603873595426803
429,0.026304678141373335
430,0.029512453493098084
431,0.02784554141299999
432,0.029411734451032658
433,0.03053449531235674
434,0.02907500085675883
435,0.02818492599408493
436,0.027036102335955586
437,0.02898371114988721
438,0.02466761917990023
439,0.02456003346690991
440,0.025808465362720107
441,0.020497138382468614
442,0.02206031874805077
443,0.029360642135571696
444,0.025918230810250336
445,0.031080416106262897
446,0.031267666971408266
447,0.028262672738047924
448,0.025993087797205442
449,0.022326878319659994
450,0.023738716236390112
451,0.024295775535812504
452,0.023524299101940056
453,0.017270345039870967
454,0.01329983003370853
455,0.009984158298767958
456,0.008338629132106307
457,0.009240805234663337
458,0.011109928921028772
459,0.011511004118178255
460,0.009521875243585519
461,0.011265896925649157
462,0.01225864387723923
463,0.01267724219450938
464,0.01374174993967234
465,0.013420277543754897
466,0.014865417314548341
467,0.016608383765005577
468,0.01693722313324682
469,0.0176405532432622
470,0.01723354399383642
471,0.018928654223661894
472,0.019418303386470954
473,0.019546381606205688
474,0.02561821243442065
475,0.024826788968328566
476,0.027443745857043057
477,0.028959294660344814
478,0.02807326770221329
479,0.03172578433960228
480,0.025384176537833668
481,0.024957718861377622
482,0.021692700448030105
483,0.021535840718334653
484,0.02497288326734106
485,0.025820125009953388
486,0.032898524724506106
487,0.03244671206419975
488,0.03286536594247786
489,0.036822423540602375
490,0.02817834249612653
491,0.031278169390667514
492,0.03498994799831347
493,0.03340408853321904
494,0.036906152784053244
495,0.03507390610478188
496,0.027887414750902718
497,0.02157961979331467
498,0.025697786211866424
499,0.021838176252795896
500,0.019181861121611937
501,0.020602177997721977
502,0.01618972045551722
503,0.01062281494999907
504,0.013175429716825084
505,0.01304808439200886
506,0.012454191591517644
507,0.015171167606918015
508,0.016261229555732327
509,0.018811652135672173
510,0.024504761446031264
511,0.03041042650522811
512,0.02891206731161637
513,0.03362592029165097
514,0.03379372146348248
515,0.03586354895648945
516,0.03290627162853956
517,0.039400998154670186
518,0.03861223588821
519,0.046226693363977577
520,0.0375642209550589
521,0.040810719073101846
522,0.03808571400945754
523,0.03987820235094107
524,0.03727508406404241
525,0.024238093169057257
526,0.02810276719950447
527,0.0379430401427028
528,0.04915367834708643
529,0.04451020449180888
530,0.061263699301261854
531,0.06451155528466852
532,0.0725477417985311
533,0.07775912829789301
534,0.08131848325944464
535,0.10363401604861178
536,0.12562847368606994
537,0.1555851892357372
538,0.12079490601523707
539,0.11644275435574074
540,0.14358984955248974
541,0.14007095688579077
542,0.13421242507922088
543,0.1340239718813973
544,0.146125273236208
545,0.14423828239762826
546,0.13866276456539425
547,0.15106608534024274
548,0.16108187421382714
549,0.14385128509523643
550,0.1484438635949996
551,0.11959375335808457
552,0.12756115719582614
553,0.1418884448134021
554,0.14587704224504128
555,0.15657699420510598
556,0.1691918792950745
557,0.1346431010804942
558,0.1371192121995713
559,0.15917388826801754
560,0.1615099874352804
561,0.1879512834723753
562,0.19020087876697495
563,0.20513267955067538
564,0.2077994976760222
565,0.21312922574549592
566,0.19194596744142572
567,0.18355125741328854
568,0.1694767939372886
569,0.18087492624009133
570,0.18579797339916482
571,0.16194060885282086
572,0.1552320332671385
573,0.15143508747522777
574,0.15309185757055954
575,0.14709584443794238
576,0.15535017399464496
577,0.14171300136753123
578,0.12937179480022976
579,0.13326201360984855
580,0.11315342745828869
581,0.11942353997954072
582,0.12645872683476928
583,0.13016290278269085
584,0.12255318280776022
585,0.10668208306703877
586,0.11803171656516627
587,0.11706541201798751
588,0.13016552485486169
589,0.14527748896916826
590,0.14882692682487128
591,0.1689125814104969
592,0.16233221213904767
593,0.14484586918743564
594,0.1288783422732526
595,0.1316964818970121
596,0.12304187859124752
597,0.1130831508120779
598,0.10723256484180457
599,0.09890036734087412
600,0.10033104941291274
601,0.10657969701380987
602,0.11613294028715518
603,0.09243789179249622
604,0.10263533729459565
605,0.09848766415766735
606,0.11575686392264
607,0.10536524477089226
608,0.11459467924077513
609,0.09233877160742678
610,0.0996877897710314
611,0.08496658499192926
612,0.08267878946313086
613,0.09787179960657469
614,0.09911618772560757
615,0.09587211735221979
616,0.09719139640244596
617,0.10800539068773499
618,0.08720142959721625
619,0.09489890600032092
620,0.09843578712877155
621,0.0991837789886749
622,0.09263144372705878
623,0.0865868198057355
624,0.07121347002977627
625,0.07002444923650622
626,0.08110075165550937
627,0.0778217951159526
628,0.08775367115298202
629,0.09474312813851402
630,0.09981285294752898
631,0.10909039654142838
632,0.09846613893193004
633,0.10808201645596194
634,0.10325856437980038
635,0.10698581427409803
636,0.12534633580134907
637,0.1306797682559127
638,0.13198751110658252
639,0.1578686096471054
640,0.15544385665655208
641,0.14027189194266743
642,0.13450144940109077
643,0.11752092181535992
644,0.10955110954740555
645,0.11596270671279434
646,0.10891027976259322
647,0.12696173285077955
648,0.10932962380303632
649,0.09900734495599098
650,0.11667628919667436
651,0.14300248624134904
652,0.14917445503282714
